file_id.x	sample_id	cohort	pct	n_fragments_clade	n_fragments_taxon	tax.level	n_distinct_minimisers	rank	ncbi	name	file_id.y	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	reads	pct_fragments_clade	n_minimisers_clade	n_minimisers_taxon	ncbi_id	ratio_taxon	ratio_clade	proportion	total_read	expected_clade	std_clade	pvalue	padj	significance
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/kraken2/CATD0161a_0.1.kraken	CATD0161a	6713_2821	1.35	719	719	25117	20350	S	9606	Homo sapiens	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/krakentools/CATD0161a.kraken.mpa	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	719	2.95	817705001	817705001	9606	2.4886725622459534e-5	2.4886725622459534e-5	0.03481320166957445	53139	1849.9387235195168	42.25560831015543	0	0	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/kraken2/CATD0161a_0.1.kraken	CATD0161a	6713_2821	0.07	35	35	642	470	S	134537	Paraburkholderia fungorum	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/krakentools/CATD0161a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_fungorum	NA	35	0.01	3762150	3762150	134537	1.24928564783435e-4	1.24928564783435e-4	1.6017082750016044e-4	53139	8.511317602531026	2.9171826027431864	0	0	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/kraken2/CATD0161a_0.1.kraken	CATD0161a	6713_2821	0.04	21	0	401	320	S	261302	Paraburkholderia phytofirmans	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/krakentools/CATD0161a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_phytofirmans	NA	21	0.01	3565309	4289	261302	0.0746094660760084	8.975379132636189e-5	1.517904636507767e-4	53139	8.065993447938622	2.8398537122628964	0	0	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/kraken2/CATD0161a_0.1.kraken	CATD0161a	6713_2821	0.03	14	14	145	75	S	2026199	Paraburkholderia aromaticivorans	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/krakentools/CATD0161a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_aromaticivorans	NA	14	0.01	4149924	4149924	2026199	1.8072620125091447e-5	1.8072620125091447e-5	1.7668002635269083e-4	53139	9.388599920355638	3.063811538308826	4.8464028756152046e-102	2.4131417492989994e-101	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/kraken2/CATD0161a_0.1.kraken	CATD0161a	6713_2821	0.01	4	4	38	27	S	2604047	Paraburkholderia dioscoreae	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/krakentools/CATD0161a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_dioscoreae	NA	4	0.01	1472473	1472473	2604047	1.833649920915358e-5	1.833649920915358e-5	6.268947779372002e-5	53139	3.331256160480488	1.8251157020231321	9.248156416909061e-39	2.8186832487410426e-38	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/kraken2/CATD0161a_0.1.kraken	CATD0161a	6713_2821	0	2	2	17	9	S	2547399	Paraburkholderia pallida	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/krakentools/CATD0161a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_pallida	NA	2	0.01	2665872	2665872	2547399	3.3760060498028413e-6	3.3760060498028413e-6	1.134975809708565e-4	53139	6.0311479552103435	2.4557001923091	0.11333842284455704	0.1344760222170799	Non-significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/kraken2/CATD0161a_0.1.kraken	CATD0161a	6713_2821	0	2	2	30	15	S	179879	Burkholderia anthina	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/krakentools/CATD0161a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_anthina	NA	2	0.01	1992264	1992264	179879	7.5291226463962605e-6	7.5291226463962605e-6	8.481920536894586e-5	53139	4.507207754100414	2.122928509469944	3.854323115599688e-7	6.342990179747994e-7	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/kraken2/CATD0161a_0.1.kraken	CATD0161a	6713_2821	0	1	1	13	12	S	60550	Burkholderia pyrrocinia	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/krakentools/CATD0161a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_pyrrocinia	NA	1	0.01	3827893	3827893	60550	3.134883864308642e-6	3.134883864308642e-6	1.629697883901683e-4	53139	8.660051585265155	2.942556755355936	0.12817722957129593	0.15150920063528833	Non-significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/kraken2/CATD0161a_0.1.kraken	CATD0161a	6713_2821	0	1	1	40	24	S	87883	Burkholderia multivorans	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/krakentools/CATD0161a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_multivorans	NA	1	0.02	5755362	5631831	87883	4.2614915113752525e-6	4.170024405067831e-6	2.4503039328654583e-4	53139	13.020670068853759	3.6079744468255224	0.0011708772586479634	0.0016335400139467653	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/kraken2/CATD0161a_0.1.kraken	CATD0161a	6713_2821	0	1	1	9	9	S	1637869	Burkholderia sp. MSMB0856	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6713_2821/results/krakentools/CATD0161a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_sp._MSMB0856	NA	1	0	746337	746337	1637869	1.2058895646336709e-5	1.2058895646336709e-5	3.177476041199507e-5	53139	1.6884789935330058	1.2993942213652967	9.17550143576083e-9	1.6024708717358744e-8	Significant
