file_id.x	sample_id	cohort	pct	n_fragments_clade	n_fragments_taxon	tax.level	n_distinct_minimisers	rank	ncbi	name	file_id.y	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	reads	pct_fragments_clade	n_minimisers_clade	n_minimisers_taxon	ncbi_id	ratio_taxon	ratio_clade	proportion	total_read	expected_clade	std_clade	pvalue	padj	significance
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/kraken2/CATD0142a_0.1.kraken	CATD0142a	6712_2822	9.76	8702	0	114945	1111	S	1961786	Taupapillomavirus 3	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/krakentools/CATD0142a.kraken.mpa	Viruses	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Taupapillomavirus	Taupapillomavirus_3	8702	0	4710	0	1961786	Inf	0.23588110403397028	2.0052485879769698e-7	89154	0.017877593261249877	0.13370710406088382	0	0	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/kraken2/CATD0142a_0.1.kraken	CATD0142a	6712_2822	1.28	1140	1140	44682	33054	S	9606	Homo sapiens	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/krakentools/CATD0142a.kraken.mpa	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	1140	2.95	817705001	817705001	9606	4.042289084642641e-5	4.042289084642641e-5	0.03481320166957445	89154	3103.7361816492407	54.7328529132945	0	0	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/kraken2/CATD0142a_0.1.kraken	CATD0142a	6712_2822	0.05	41	41	542	393	S	182096	Aspergillus chevalieri	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/krakentools/CATD0142a.kraken.mpa	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_chevalieri	41	0.03	8557451	8557451	182096	4.5924890484327636e-5	4.5924890484327636e-5	3.643273149560957e-4	89154	32.48123743759576	5.698193014945499	0	0	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/kraken2/CATD0142a_0.1.kraken	CATD0142a	6712_2822	0	3	3	57	39	S	76775	Malassezia restricta	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/krakentools/CATD0142a.kraken.mpa	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta	3	0.01	2324544	2324544	76775	1.6777484100107374e-5	1.6777484100107374e-5	9.896578712718339e-5	89154	8.823195785536909	2.9702394837825814	1.4996687571198438e-24	5.248104796751092e-24	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/kraken2/CATD0142a_0.1.kraken	CATD0142a	6712_2822	0	1	1	216	175	S	4565	Triticum aestivum	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/krakentools/CATD0142a.kraken.mpa	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	Triticum_aestivum	1	1.08	298583515	298583515	4565	5.861006760537332e-7	5.861006760537332e-7	0.012711978170848204	89154	1133.3237018438008	33.45021548040397	1	1	Non-significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/kraken2/CATD0142a_0.1.kraken	CATD0142a	6712_2822	0.06	57	57	949	759	S	2725666	Mesorhizobium terrae	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/krakentools/CATD0142a.kraken.mpa	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_terrae	NA	57	0.01	1619960	1619960	2725666	4.68530087162646e-4	4.68530087162646e-4	6.89686306280079e-5	89154	6.148829295009416	2.479597793730462	0	0	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/kraken2/CATD0142a_0.1.kraken	CATD0142a	6712_2822	0.01	12	12	157	79	S	2082387	Mesorhizobium sp. Pch-S	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/krakentools/CATD0142a.kraken.mpa	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_sp._Pch-S	NA	12	0.01	1870080	1870080	2082387	4.224418206707735e-5	4.224418206707735e-5	7.96173095414856e-5	89154	7.098201614861607	2.6641389744430466	1.0013967903325654e-160	8.0791424306016475e-160	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/kraken2/CATD0142a_0.1.kraken	CATD0142a	6712_2822	0.01	5	5	63	61	S	2880934	Mesorhizobium sp. PAMC28654	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/krakentools/CATD0142a.kraken.mpa	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_sp._PAMC28654	NA	5	0.01	1554145	1554145	2880934	3.9249876941984175e-5	3.9249876941984175e-5	6.616660438984009e-5	89154	5.899017447771803	2.4287089430020323	2.9861265719419915e-114	2.075736326616987e-113	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/kraken2/CATD0142a_0.1.kraken	CATD0142a	6712_2822	0	1	1	5	5	S	2493678	Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/krakentools/CATD0142a.kraken.mpa	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_sp._M7D.F.Ca.US.005.01.1.1	NA	1	0	1250098	1250098	2493678	3.999686424584313e-6	3.999686424584313e-6	5.322202227882875e-5	89154	4.744956174246698	2.178234064117876	0.45339538581305827	0.5197068292540553	Non-significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/kraken2/CATD0142a_0.1.kraken	CATD0142a	6712_2822	0	1	1	24	24	S	288000	Bradyrhizobium sp. BTAi1	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6712_2822/results/krakentools/CATD0142a.kraken.mpa	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium_sp._BTAi1	NA	1	0.01	2093815	2093815	288000	1.1462330721673119e-5	1.1462330721673119e-5	8.91426660771762e-5	89154	7.9474252514445665	2.818992159756604	6.188964790104531e-9	1.3327203165164709e-8	Significant
