sample	sample_supplier_name	sample_donor_id	sample_accession_number	study_accession_number	sample_common_name	md5	id_run	lane	is_paired_read	tag_index	library_id	total_reads	study_id	study_title	reference	library_type	cram	cram_irods_location	ca_metrics_file	art_oxH
7098STDY13304634	CATD0560a	CATD0560a	ERS14379833	ERP141601	Felis catus	39d716eccd9f4e2234785bf89098e905	47196	3	1	73	51628135	43512900	7098	FUR:Feline glioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47196_3#73.cram	/seq/illumina/runs/47/47196/lane3/plex73/47196_3#73.cram	/seq/illumina/runs/47/47196/lane3/plex73/47196_3#73.substitution_metrics.txt	0.22
7098STDY13304636	CATD0561a	CATD0561a	ERS14379832	ERP141601	Felis catus	6ebd463cbb15fc6308f989ab82e45779	47196	3	1	76	51628147	51244768	7098	FUR:Feline glioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47196_3#76.cram	/seq/illumina/runs/47/47196/lane3/plex76/47196_3#76.cram	/seq/illumina/runs/47/47196/lane3/plex76/47196_3#76.substitution_metrics.txt	0.27
7098STDY13304637	CATD0561b	CATD0561b	ERS14379834	ERP141601	Felis catus	6e9defc6155b631ea1bba96f0354745b	47196	3	1	77	51628159	61600842	7098	FUR:Feline glioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47196_3#77.cram	/seq/illumina/runs/47/47196/lane3/plex77/47196_3#77.cram	/seq/illumina/runs/47/47196/lane3/plex77/47196_3#77.substitution_metrics.txt	0.26
7098STDY13635658	CATD0561c	CATD0561c	ERS14733921	ERP141601	Felis catus	5bc6475c2d3fa7c35e545e659f346850	47196	3	1	106	51628102	45977912	7098	FUR:Feline glioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47196_3#106.cram	/seq/illumina/runs/47/47196/lane3/plex106/47196_3#106.cram	/seq/illumina/runs/47/47196/lane3/plex106/47196_3#106.substitution_metrics.txt	0.28
7098STDY13304638	CATD0562a	CATD0562a	ERS14379835	ERP141601	Felis catus	dfea2a21cefe3f1e79112dd95cba35a1	47196	3	1	79	51628171	57002418	7098	FUR:Feline glioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47196_3#79.cram	/seq/illumina/runs/47/47196/lane3/plex79/47196_3#79.cram	/seq/illumina/runs/47/47196/lane3/plex79/47196_3#79.substitution_metrics.txt	0.27
7098STDY13304639	CATD0562b	CATD0562b	ERS14379836	ERP141601	Felis catus	c31461da36134a60e6cc8d2f4a9e03f5	47196	3	1	82	51628088	59036118	7098	FUR:Feline glioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47196_3#82.cram	/seq/illumina/runs/47/47196/lane3/plex82/47196_3#82.cram	/seq/illumina/runs/47/47196/lane3/plex82/47196_3#82.substitution_metrics.txt	0.26
7098STDY13304640	CATD0563a	CATD0563a	ERS14379839	ERP141601	Felis catus	a184a1fb41b2fd311f62dd2853a1bed3	47196	3	1	83	51628100	42830318	7098	FUR:Feline glioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47196_3#83.cram	/seq/illumina/runs/47/47196/lane3/plex83/47196_3#83.cram	/seq/illumina/runs/47/47196/lane3/plex83/47196_3#83.substitution_metrics.txt	0.26
7098STDY13304641	CATD0563b	CATD0563b	ERS14379838	ERP141601	Felis catus	0e9d4e0379105366e30a31e2da0da917	47196	3	1	86	51628112	41619054	7098	FUR:Feline glioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47196_3#86.cram	/seq/illumina/runs/47/47196/lane3/plex86/47196_3#86.cram	/seq/illumina/runs/47/47196/lane3/plex86/47196_3#86.substitution_metrics.txt	0.26
7098STDY13304642	CATD0564a	CATD0564a	ERS14379837	ERP141601	Felis catus	c31c2472d913b381698a8be3cd945fd9	47196	3	1	87	51628124	61887768	7098	FUR:Feline glioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47196_3#87.cram	/seq/illumina/runs/47/47196/lane3/plex87/47196_3#87.cram	/seq/illumina/runs/47/47196/lane3/plex87/47196_3#87.substitution_metrics.txt	0.29
7098STDY13304643	CATD0564b	CATD0564b	ERS14379841	ERP141601	Felis catus	cd32da011c506fe02fad75e02c6ac2ee	47196	3	1	90	51628136	48898564	7098	FUR:Feline glioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47196_3#90.cram	/seq/illumina/runs/47/47196/lane3/plex90/47196_3#90.cram	/seq/illumina/runs/47/47196/lane3/plex90/47196_3#90.substitution_metrics.txt	0.3
