sample	sample_supplier_name	sample_donor_id	sample_accession_number	study_accession_number	sample_common_name	md5	id_run	lane	is_paired_read	tag_index	library_id	total_reads	study_id	study_title	reference	library_type	cram	cram_irods_location	ca_metrics_file	art_oxH
6982STDY13421145	CATD0572a	CATD0572a	ERS14601986	ERP141159	Felis catus	f035646bb0d423cdcde85443636877fa	47138	1	1	5	65907865	43390446	6982	FUR: Feline lymphoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47138_1#5.cram	/seq/illumina/runs/47/47138/lane1/plex5/47138_1#5.cram	/seq/illumina/runs/47/47138/lane1/plex5/47138_1#5.substitution_metrics.txt	0.31
6982STDY13421146	CATD0572b	CATD0572b	ERS14601987	ERP141159	Felis catus	8af31cd3a1a7434f08e1fd5dc42171cc	47138	1	1	8	65907877	43396272	6982	FUR: Feline lymphoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47138_1#8.cram	/seq/illumina/runs/47/47138/lane1/plex8/47138_1#8.cram	/seq/illumina/runs/47/47138/lane1/plex8/47138_1#8.substitution_metrics.txt	0.3
6982STDY13421147	CATD0573a	CATD0573a	ERS14601988	ERP141159	Felis catus	c702438ac016b1baa4b5bb157fd34b3e	47138	1	1	9	65907889	50037902	6982	FUR: Feline lymphoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47138_1#9.cram	/seq/illumina/runs/47/47138/lane1/plex9/47138_1#9.cram	/seq/illumina/runs/47/47138/lane1/plex9/47138_1#9.substitution_metrics.txt	0.32
6982STDY13421148	CATD0573b	CATD0573b	ERS14601989	ERP141159	Felis catus	407b1f70940d16e8e12345ecf28ac0bf	47138	1	1	12	65907901	42124472	6982	FUR: Feline lymphoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47138_1#12.cram	/seq/illumina/runs/47/47138/lane1/plex12/47138_1#12.cram	/seq/illumina/runs/47/47138/lane1/plex12/47138_1#12.substitution_metrics.txt	0.31
6982STDY13421149	CATD0574a	CATD0574a	ERS14601990	ERP141159	Felis catus	4c7aefae1ca47213e86b01da16456c81	47138	1	1	13	65907913	68372274	6982	FUR: Feline lymphoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47138_1#13.cram	/seq/illumina/runs/47/47138/lane1/plex13/47138_1#13.cram	/seq/illumina/runs/47/47138/lane1/plex13/47138_1#13.substitution_metrics.txt	0.32
6982STDY13421150	CATD0574b	CATD0574b	ERS14601992	ERP141159	Felis catus	dfb7401ff0a235b6d281b2d4df6442d6	47138	1	1	16	65907925	45766958	6982	FUR: Feline lymphoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47138_1#16.cram	/seq/illumina/runs/47/47138/lane1/plex16/47138_1#16.cram	/seq/illumina/runs/47/47138/lane1/plex16/47138_1#16.substitution_metrics.txt	0.3
6982STDY13421151	CATD0575a	CATD0575a	ERS14601991	ERP141159	Felis catus	bffc3335891c4d41caffb41097c8a722	47138	1	1	17	65907842	42474696	6982	FUR: Feline lymphoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47138_1#17.cram	/seq/illumina/runs/47/47138/lane1/plex17/47138_1#17.cram	/seq/illumina/runs/47/47138/lane1/plex17/47138_1#17.substitution_metrics.txt	0.31
6982STDY13421152	CATD0575b	CATD0575b	ERS14601993	ERP141159	Felis catus	6c0d3324ab4d93db482442adb7483f23	47138	1	1	19	65907854	48138976	6982	FUR: Feline lymphoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47138_1#19.cram	/seq/illumina/runs/47/47138/lane1/plex19/47138_1#19.cram	/seq/illumina/runs/47/47138/lane1/plex19/47138_1#19.substitution_metrics.txt	0.29
6982STDY13421153	CATD0576a	CATD0576a	ERS14601996	ERP141159	Felis catus	50ffc65e6bcb26ab732ef990427cf1a7	47138	1	1	22	65907866	46882442	6982	FUR: Feline lymphoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47138_1#22.cram	/seq/illumina/runs/47/47138/lane1/plex22/47138_1#22.cram	/seq/illumina/runs/47/47138/lane1/plex22/47138_1#22.substitution_metrics.txt	0.3
6982STDY13421154	CATD0576b	CATD0576b	ERS14601994	ERP141159	Felis catus	ab743e97b5414c9611d0013d48e3f0d3	47138	1	1	23	65907878	53557400	6982	FUR: Feline lymphoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47138_1#23.cram	/seq/illumina/runs/47/47138/lane1/plex23/47138_1#23.cram	/seq/illumina/runs/47/47138/lane1/plex23/47138_1#23.substitution_metrics.txt	0.3
