sample	sample_supplier_name	sample_donor_id	sample_accession_number	study_accession_number	sample_common_name	md5	id_run	lane	is_paired_read	tag_index	library_id	total_reads	study_id	study_title	reference	library_type	cram	cram_irods_location	ca_metrics_file	art_oxH	fastq1	fastq2	sample_fqrunid	donor_id
6990STDY13221112	CATD0467a	CATD0467a	ERS13642345	ERP141158	Felis catus	fa18283317a8a1932aa653b8ff0006bc	46643	2	1	20	51541408	47342654	6990	FUR:Feline mammary gland carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_2#20.cram	/seq/illumina/runs/46/46643/lane2/plex20/46643_2#20.cram	/seq/illumina/runs/46/46643/lane2/plex20/46643_2#20.substitution_metrics.txt	0.23	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221112_46643_2#20_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221112_46643_2#20_R2.fastq.gz	6990STDY13221112_46643_2#20	CATD04
6990STDY13221113	CATD0467b	CATD0467b	ERS13642346	ERP141158	Felis catus	cf3f97938dcd198527c2caf2b77c1da1	46643	2	1	21	51541420	35277404	6990	FUR:Feline mammary gland carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_2#21.cram	/seq/illumina/runs/46/46643/lane2/plex21/46643_2#21.cram	/seq/illumina/runs/46/46643/lane2/plex21/46643_2#21.substitution_metrics.txt	0.28	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221113_46643_2#21_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221113_46643_2#21_R2.fastq.gz	6990STDY13221113_46643_2#21	CATD04
6990STDY13221114	CATD0468a	CATD0468a	ERS13642347	ERP141158	Felis catus	edcb1ed9f52931cdc196800598ff9bca	46643	2	1	24	51541432	50131300	6990	FUR:Feline mammary gland carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_2#24.cram	/seq/illumina/runs/46/46643/lane2/plex24/46643_2#24.cram	/seq/illumina/runs/46/46643/lane2/plex24/46643_2#24.substitution_metrics.txt	0.22	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221114_46643_2#24_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221114_46643_2#24_R2.fastq.gz	6990STDY13221114_46643_2#24	CATD04
6990STDY13221115	CATD0468b	CATD0468b	ERS13642348	ERP141158	Felis catus	9817a4768a9dc55ba33833610e875975	46643	2	1	25	51541444	39103858	6990	FUR:Feline mammary gland carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_2#25.cram	/seq/illumina/runs/46/46643/lane2/plex25/46643_2#25.cram	/seq/illumina/runs/46/46643/lane2/plex25/46643_2#25.substitution_metrics.txt	0.24	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221115_46643_2#25_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221115_46643_2#25_R2.fastq.gz	6990STDY13221115_46643_2#25	CATD04
6990STDY13221116	CATD0469a	CATD0469a	ERS13642349	ERP141158	Felis catus	c249b6932dccf7f6ee0f3d856d2b0de6	46643	2	1	28	51541456	47170680	6990	FUR:Feline mammary gland carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_2#28.cram	/seq/illumina/runs/46/46643/lane2/plex28/46643_2#28.cram	/seq/illumina/runs/46/46643/lane2/plex28/46643_2#28.substitution_metrics.txt	0.25	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221116_46643_2#28_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221116_46643_2#28_R2.fastq.gz	6990STDY13221116_46643_2#28	CATD04
6990STDY13221117	CATD0469b	CATD0469b	ERS13642350	ERP141158	Felis catus	427138195600c87e4f1f357beec6ed7d	46643	2	1	29	51541468	41664516	6990	FUR:Feline mammary gland carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_2#29.cram	/seq/illumina/runs/46/46643/lane2/plex29/46643_2#29.cram	/seq/illumina/runs/46/46643/lane2/plex29/46643_2#29.substitution_metrics.txt	0.29	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221117_46643_2#29_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221117_46643_2#29_R2.fastq.gz	6990STDY13221117_46643_2#29	CATD04
6990STDY13221118	CATD0470a	CATD0470a	ERS13642351	ERP141158	Felis catus	500edf94b9748e7f924691ef306eb8c3	46643	2	1	32	51541480	34556316	6990	FUR:Feline mammary gland carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_2#32.cram	/seq/illumina/runs/46/46643/lane2/plex32/46643_2#32.cram	/seq/illumina/runs/46/46643/lane2/plex32/46643_2#32.substitution_metrics.txt	0.23	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221118_46643_2#32_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221118_46643_2#32_R2.fastq.gz	6990STDY13221118_46643_2#32	CATD04
6990STDY13221119	CATD0470b	CATD0470b	ERS13642352	ERP141158	Felis catus	125c3b8b6f48b54a53a1e2abe831ab74	46643	2	1	33	51541397	32161400	6990	FUR:Feline mammary gland carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_2#33.cram	/seq/illumina/runs/46/46643/lane2/plex33/46643_2#33.cram	/seq/illumina/runs/46/46643/lane2/plex33/46643_2#33.substitution_metrics.txt	0.23	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221119_46643_2#33_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221119_46643_2#33_R2.fastq.gz	6990STDY13221119_46643_2#33	CATD04
6990STDY13221120	CATD0471a	CATD0471a	ERS13642353	ERP141158	Felis catus	35a2fa65533fcc2852132d4311f15f56	46643	2	1	36	51541409	42258046	6990	FUR:Feline mammary gland carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_2#36.cram	/seq/illumina/runs/46/46643/lane2/plex36/46643_2#36.cram	/seq/illumina/runs/46/46643/lane2/plex36/46643_2#36.substitution_metrics.txt	0.28	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221120_46643_2#36_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221120_46643_2#36_R2.fastq.gz	6990STDY13221120_46643_2#36	CATD04
6990STDY13221121	CATD0471b	CATD0471b	ERS13642355	ERP141158	Felis catus	14aea307975121c7f887cdf3358f813d	46643	2	1	37	51541421	42672514	6990	FUR:Feline mammary gland carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_2#37.cram	/seq/illumina/runs/46/46643/lane2/plex37/46643_2#37.cram	/seq/illumina/runs/46/46643/lane2/plex37/46643_2#37.substitution_metrics.txt	0.27	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221121_46643_2#37_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/fastqs/6990STDY13221121_46643_2#37_R2.fastq.gz	6990STDY13221121_46643_2#37	CATD04
