sample	sample_supplier_name	sample_donor_id	sample_accession_number	study_accession_number	sample_common_name	md5	id_run	lane	is_paired_read	tag_index	library_id	total_reads	study_id	study_title	reference	library_type	cram	cram_irods_location	ca_metrics_file	art_oxH
6945STDY13629752	CATD0673a	CATD0673a	ERS14838075	ERP145946	Felis catus	f83cbf08666b43a7b11f3e44d293637b	47273	1	1	31	65782091	62730480	6945	FUR:Feline cholangiocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_1#31.cram	/seq/illumina/runs/47/47273/lane1/plex31/47273_1#31.cram	/seq/illumina/runs/47/47273/lane1/plex31/47273_1#31.substitution_metrics.txt	0.27
6945STDY13629753	CATD0673b	CATD0673b	ERS14838076	ERP145946	Felis catus	6d58bedb670e7f315a0db3ee0bca2a6d	47273	1	1	32	65782103	51505002	6945	FUR:Feline cholangiocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_1#32.cram	/seq/illumina/runs/47/47273/lane1/plex32/47273_1#32.cram	/seq/illumina/runs/47/47273/lane1/plex32/47273_1#32.substitution_metrics.txt	0.27
6945STDY13629754	CATD0674a	CATD0674a	ERS14838077	ERP145946	Felis catus	0ac62c4e807b09b681edc004b001bfef	47273	1	1	33	65782020	72809980	6945	FUR:Feline cholangiocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_1#33.cram	/seq/illumina/runs/47/47273/lane1/plex33/47273_1#33.cram	/seq/illumina/runs/47/47273/lane1/plex33/47273_1#33.substitution_metrics.txt	0.27
6945STDY13629755	CATD0674b	CATD0674b	ERS14838079	ERP145946	Felis catus	e47fdc37cee87ee1dbc6ebce97fb13a6	47273	1	1	34	65782032	67866178	6945	FUR:Feline cholangiocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_1#34.cram	/seq/illumina/runs/47/47273/lane1/plex34/47273_1#34.cram	/seq/illumina/runs/47/47273/lane1/plex34/47273_1#34.substitution_metrics.txt	0.46
6945STDY13629756	CATD0675a	CATD0675a	ERS14838078	ERP145946	Felis catus	bb17bade757e4c3912c876be3ce9da14	47273	1	1	35	65782044	58248642	6945	FUR:Feline cholangiocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_1#35.cram	/seq/illumina/runs/47/47273/lane1/plex35/47273_1#35.cram	/seq/illumina/runs/47/47273/lane1/plex35/47273_1#35.substitution_metrics.txt	0.26
6945STDY13629757	CATD0675b	CATD0675b	ERS14838080	ERP145946	Felis catus	f9b1f730a9ffc7b5d2150819ef6dc461	47273	1	1	36	65782056	84617696	6945	FUR:Feline cholangiocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_1#36.cram	/seq/illumina/runs/47/47273/lane1/plex36/47273_1#36.cram	/seq/illumina/runs/47/47273/lane1/plex36/47273_1#36.substitution_metrics.txt	0.25
6945STDY13629758	CATD0676a	CATD0676a	ERS14838081	ERP145946	Felis catus	89b6fbc1ff79e035d565d4fba449736b	47273	1	1	37	65782068	79015054	6945	FUR:Feline cholangiocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_1#37.cram	/seq/illumina/runs/47/47273/lane1/plex37/47273_1#37.cram	/seq/illumina/runs/47/47273/lane1/plex37/47273_1#37.substitution_metrics.txt	0.38
6945STDY13629759	CATD0676b	CATD0676b	ERS14838082	ERP145946	Felis catus	bab5b7dd118b3e9e0eb9e196515a1621	47273	1	1	38	65782080	112441882	6945	FUR:Feline cholangiocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_1#38.cram	/seq/illumina/runs/47/47273/lane1/plex38/47273_1#38.cram	/seq/illumina/runs/47/47273/lane1/plex38/47273_1#38.substitution_metrics.txt	0.51
6945STDY13629760	CATD0677a	CATD0677a	ERS14838083	ERP145946	Felis catus	e873130be8e615227fe8d69439d40f5e	47273	1	1	39	65782092	59397656	6945	FUR:Feline cholangiocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_1#39.cram	/seq/illumina/runs/47/47273/lane1/plex39/47273_1#39.cram	/seq/illumina/runs/47/47273/lane1/plex39/47273_1#39.substitution_metrics.txt	0.3
6945STDY13629761	CATD0677b	CATD0677b	ERS14838084	ERP145946	Felis catus	75dfe952717d668b18e612b7b4fba86a	47273	1	1	40	65782104	66341188	6945	FUR:Feline cholangiocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_1#40.cram	/seq/illumina/runs/47/47273/lane1/plex40/47273_1#40.cram	/seq/illumina/runs/47/47273/lane1/plex40/47273_1#40.substitution_metrics.txt	0.31
