sample	sample_supplier_name	sample_donor_id	sample_accession_number	study_accession_number	sample_common_name	md5	id_run	lane	is_paired_read	tag_index	library_id	total_reads	study_id	study_title	reference	library_type	cram	cram_irods_location	ca_metrics_file	art_oxH	fastq1	fastq2	sample_fqrunid	donor_id
7040STDY13172836	CATD0377a	CATD0377a	ERS14313649	ERP143204	Felis catus	da1d759edcb5f1320b580dd849bf24bb	46643	1	1	50	51518934	33995912	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#50.cram	/seq/illumina/runs/46/46643/lane1/plex50/46643_1#50.cram	/seq/illumina/runs/46/46643/lane1/plex50/46643_1#50.substitution_metrics.txt	0.37	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172836_46643_1#50_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172836_46643_1#50_R2.fastq.gz	7040STDY13172836_46643_1#50	CATD03
7040STDY13172837	CATD0377b	CATD0377b	ERS14313650	ERP143204	Felis catus	f28a7708e37b9ed78fe35f3fa65c5402	46643	1	1	51	51518946	24944384	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#51.cram	/seq/illumina/runs/46/46643/lane1/plex51/46643_1#51.cram	/seq/illumina/runs/46/46643/lane1/plex51/46643_1#51.substitution_metrics.txt	0.36	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172837_46643_1#51_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172837_46643_1#51_R2.fastq.gz	7040STDY13172837_46643_1#51	CATD03
7040STDY13172838	CATD0378a	CATD0378a	ERS14313651	ERP143204	Felis catus	9c0ad8577eb5cf7a885a3a645014f756	46643	1	1	54	51518958	42169414	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#54.cram	/seq/illumina/runs/46/46643/lane1/plex54/46643_1#54.cram	/seq/illumina/runs/46/46643/lane1/plex54/46643_1#54.substitution_metrics.txt	0.32	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172838_46643_1#54_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172838_46643_1#54_R2.fastq.gz	7040STDY13172838_46643_1#54	CATD03
7040STDY13172839	CATD0378b	CATD0378b	ERS14313652	ERP143204	Felis catus	29163f7d655d06d2c5b6772745595d0d	46643	1	1	55	51518970	27750672	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#55.cram	/seq/illumina/runs/46/46643/lane1/plex55/46643_1#55.cram	/seq/illumina/runs/46/46643/lane1/plex55/46643_1#55.substitution_metrics.txt	0.35	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172839_46643_1#55_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172839_46643_1#55_R2.fastq.gz	7040STDY13172839_46643_1#55	CATD03
7040STDY13172840	CATD0379a	CATD0379a	ERS14313653	ERP143204	Felis catus	08290fa35e3dc39b05b92107472246e0	46643	1	1	58	51518982	29846698	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#58.cram	/seq/illumina/runs/46/46643/lane1/plex58/46643_1#58.cram	/seq/illumina/runs/46/46643/lane1/plex58/46643_1#58.substitution_metrics.txt	0.36	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172840_46643_1#58_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172840_46643_1#58_R2.fastq.gz	7040STDY13172840_46643_1#58	CATD03
7040STDY13172841	CATD0379b	CATD0379b	ERS14313654	ERP143204	Felis catus	c23991f47f621f363976c7e9697f7f9e	46643	1	1	59	51518994	41248994	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#59.cram	/seq/illumina/runs/46/46643/lane1/plex59/46643_1#59.cram	/seq/illumina/runs/46/46643/lane1/plex59/46643_1#59.substitution_metrics.txt	0.34	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172841_46643_1#59_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172841_46643_1#59_R2.fastq.gz	7040STDY13172841_46643_1#59	CATD03
7040STDY13172842	CATD0380a	CATD0380a	ERS14313655	ERP143204	Felis catus	aab6b4478b62e8b9cda232a7480ab783	46643	1	1	62	51519006	49844580	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#62.cram	/seq/illumina/runs/46/46643/lane1/plex62/46643_1#62.cram	/seq/illumina/runs/46/46643/lane1/plex62/46643_1#62.substitution_metrics.txt	0.37	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172842_46643_1#62_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172842_46643_1#62_R2.fastq.gz	7040STDY13172842_46643_1#62	CATD03
7040STDY13172843	CATD0380b	CATD0380b	ERS14313656	ERP143204	Felis catus	a2feb40639fd2ce14c7c778d818eccd3	46643	1	1	63	51519018	32431750	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#63.cram	/seq/illumina/runs/46/46643/lane1/plex63/46643_1#63.cram	/seq/illumina/runs/46/46643/lane1/plex63/46643_1#63.substitution_metrics.txt	0.36	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172843_46643_1#63_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172843_46643_1#63_R2.fastq.gz	7040STDY13172843_46643_1#63	CATD03
7040STDY13172844	CATD0381a	CATD0381a	ERS14313657	ERP143204	Felis catus	f76c1828b766c33874e9ee5f8e6798d1	46643	1	1	66	51518935	38470618	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#66.cram	/seq/illumina/runs/46/46643/lane1/plex66/46643_1#66.cram	/seq/illumina/runs/46/46643/lane1/plex66/46643_1#66.substitution_metrics.txt	0.35	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172844_46643_1#66_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172844_46643_1#66_R2.fastq.gz	7040STDY13172844_46643_1#66	CATD03
7040STDY13172845	CATD0381b	CATD0381b	ERS14313658	ERP143204	Felis catus	cf674fd15b48213344758d8bfb32a1ad	46643	1	1	67	51518947	34051164	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#67.cram	/seq/illumina/runs/46/46643/lane1/plex67/46643_1#67.cram	/seq/illumina/runs/46/46643/lane1/plex67/46643_1#67.substitution_metrics.txt	0.34	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172845_46643_1#67_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172845_46643_1#67_R2.fastq.gz	7040STDY13172845_46643_1#67	CATD03
7040STDY13172846	CATD0382a	CATD0382a	ERS14313659	ERP143204	Felis catus	b4a46646e3d296a81980dcf820725c4f	46643	1	1	70	51518959	32797236	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#70.cram	/seq/illumina/runs/46/46643/lane1/plex70/46643_1#70.cram	/seq/illumina/runs/46/46643/lane1/plex70/46643_1#70.substitution_metrics.txt	0.36	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172846_46643_1#70_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172846_46643_1#70_R2.fastq.gz	7040STDY13172846_46643_1#70	CATD03
7040STDY13172847	CATD0382b	CATD0382b	ERS14313660	ERP143204	Felis catus	06ad5a10619f7de75745ccccc99025d2	46643	1	1	71	51518971	30680914	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#71.cram	/seq/illumina/runs/46/46643/lane1/plex71/46643_1#71.cram	/seq/illumina/runs/46/46643/lane1/plex71/46643_1#71.substitution_metrics.txt	0.34	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172847_46643_1#71_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172847_46643_1#71_R2.fastq.gz	7040STDY13172847_46643_1#71	CATD03
7040STDY13172848	CATD0383a	CATD0383a	ERS14313661	ERP143204	Felis catus	7db5e7b877689a20f73066d437e57532	46643	1	1	74	51518983	30900692	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#74.cram	/seq/illumina/runs/46/46643/lane1/plex74/46643_1#74.cram	/seq/illumina/runs/46/46643/lane1/plex74/46643_1#74.substitution_metrics.txt	0.35	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172848_46643_1#74_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172848_46643_1#74_R2.fastq.gz	7040STDY13172848_46643_1#74	CATD03
7040STDY13172849	CATD0383b	CATD0383b	ERS14313662	ERP143204	Felis catus	e186597b8147ae4acf2392c8b3826b9b	46643	1	1	76	51518995	42752926	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#76.cram	/seq/illumina/runs/46/46643/lane1/plex76/46643_1#76.cram	/seq/illumina/runs/46/46643/lane1/plex76/46643_1#76.substitution_metrics.txt	0.35	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172849_46643_1#76_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172849_46643_1#76_R2.fastq.gz	7040STDY13172849_46643_1#76	CATD03
7040STDY13172850	CATD0384a	CATD0384a	ERS14313663	ERP143204	Felis catus	362ef4f2dda58fa40df8ba0e260fc1e7	46643	1	1	77	51519007	55404196	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#77.cram	/seq/illumina/runs/46/46643/lane1/plex77/46643_1#77.cram	/seq/illumina/runs/46/46643/lane1/plex77/46643_1#77.substitution_metrics.txt	0.38	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172850_46643_1#77_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172850_46643_1#77_R2.fastq.gz	7040STDY13172850_46643_1#77	CATD03
7040STDY13172851	CATD0384b	CATD0384b	ERS14313664	ERP143204	Felis catus	07157f77019a1d051a30497fd603c4c9	46643	1	1	80	51519019	33720252	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#80.cram	/seq/illumina/runs/46/46643/lane1/plex80/46643_1#80.cram	/seq/illumina/runs/46/46643/lane1/plex80/46643_1#80.substitution_metrics.txt	0.34	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172851_46643_1#80_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172851_46643_1#80_R2.fastq.gz	7040STDY13172851_46643_1#80	CATD03
7040STDY13172852	CATD0385a	CATD0385a	ERS14313665	ERP143204	Felis catus	746b1fee9365b3017bc81d4e37b1349d	46643	1	1	81	51518936	38246872	7040	FUR:Feline basal cell carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_1#81.cram	/seq/illumina/runs/46/46643/lane1/plex81/46643_1#81.cram	/seq/illumina/runs/46/46643/lane1/plex81/46643_1#81.substitution_metrics.txt	0.38	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172852_46643_1#81_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/7040_3064/fastqs/7040STDY13172852_46643_1#81_R2.fastq.gz	7040STDY13172852_46643_1#81	CATD03
