sample	sample_supplier_name	sample_donor_id	sample_accession_number	study_accession_number	sample_common_name	md5	id_run	lane	is_paired_read	tag_index	library_id	total_reads	study_id	study_title	reference	library_type	cram	cram_irods_location	ca_metrics_file	art_oxH	fastq1	fastq2	sample_fqrunid	donor_id
6841STDY13652875	CATD0561d	CATD0561d	ERS14795519	ERP136468	Felis catus	29267a9ddb749abc3ffe024718a5da29	47273	4	1	6	51633711	57618598	6841	FUR: Feline meningioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_4#6.cram	/seq/illumina/runs/47/47273/lane4/plex6/47273_4#6.cram	/seq/illumina/runs/47/47273/lane4/plex6/47273_4#6.substitution_metrics.txt	0.29	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652875_47273_4#6_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652875_47273_4#6_R2.fastq.gz	6841STDY13652875_47273_4#6	CATD05
6841STDY13652876	CATD0561e	CATD0561e	ERS14795520	ERP136468	Felis catus	806b054f73c1be326685faa7a944ee63	47273	4	1	7	51633723	61060472	6841	FUR: Feline meningioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_4#7.cram	/seq/illumina/runs/47/47273/lane4/plex7/47273_4#7.cram	/seq/illumina/runs/47/47273/lane4/plex7/47273_4#7.substitution_metrics.txt	0.28	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652876_47273_4#7_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652876_47273_4#7_R2.fastq.gz	6841STDY13652876_47273_4#7	CATD05
6841STDY13652871	CATD0709a	CATD0709a	ERS14795515	ERP136468	Felis catus	192659e270b1bdaf072e2f58b9d56f14	47273	4	1	2	51633663	72704570	6841	FUR: Feline meningioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_4#2.cram	/seq/illumina/runs/47/47273/lane4/plex2/47273_4#2.cram	/seq/illumina/runs/47/47273/lane4/plex2/47273_4#2.substitution_metrics.txt	0.31	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652871_47273_4#2_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652871_47273_4#2_R2.fastq.gz	6841STDY13652871_47273_4#2	CATD07
6841STDY13652872	CATD0709b	CATD0709b	ERS14795516	ERP136468	Felis catus	4f402e05fe7bc5a7b95edf051b9d60fc	47273	4	1	3	51633675	70200946	6841	FUR: Feline meningioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_4#3.cram	/seq/illumina/runs/47/47273/lane4/plex3/47273_4#3.cram	/seq/illumina/runs/47/47273/lane4/plex3/47273_4#3.substitution_metrics.txt	0.3	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652872_47273_4#3_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652872_47273_4#3_R2.fastq.gz	6841STDY13652872_47273_4#3	CATD07
6841STDY13652873	CATD0710a	CATD0710a	ERS14795517	ERP136468	Felis catus	ad7e4588d8390531baf05596ea938b0c	47273	4	1	4	51633687	74702108	6841	FUR: Feline meningioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_4#4.cram	/seq/illumina/runs/47/47273/lane4/plex4/47273_4#4.cram	/seq/illumina/runs/47/47273/lane4/plex4/47273_4#4.substitution_metrics.txt	0.34	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652873_47273_4#4_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652873_47273_4#4_R2.fastq.gz	6841STDY13652873_47273_4#4	CATD07
6841STDY13652874	CATD0710b	CATD0710b	ERS14795518	ERP136468	Felis catus	f1501f686c88bd4a156385ae8b1ec3cd	47273	4	1	5	51633699	91016542	6841	FUR: Feline meningioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_4#5.cram	/seq/illumina/runs/47/47273/lane4/plex5/47273_4#5.cram	/seq/illumina/runs/47/47273/lane4/plex5/47273_4#5.substitution_metrics.txt	0.34	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652874_47273_4#5_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652874_47273_4#5_R2.fastq.gz	6841STDY13652874_47273_4#5	CATD07
6841STDY13652877	CATD0711a	CATD0711a	ERS14795521	ERP136468	Felis catus	9621cf708fb2e87322fa61bd30b1d859	47273	4	1	8	51633735	67793766	6841	FUR: Feline meningioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_4#8.cram	/seq/illumina/runs/47/47273/lane4/plex8/47273_4#8.cram	/seq/illumina/runs/47/47273/lane4/plex8/47273_4#8.substitution_metrics.txt	0.27	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652877_47273_4#8_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652877_47273_4#8_R2.fastq.gz	6841STDY13652877_47273_4#8	CATD07
6841STDY13652878	CATD0711b	CATD0711b	ERS14795522	ERP136468	Felis catus	0a43b6ce429d9999bafe79af5389bf52	47273	4	1	9	51633652	61947450	6841	FUR: Feline meningioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_4#9.cram	/seq/illumina/runs/47/47273/lane4/plex9/47273_4#9.cram	/seq/illumina/runs/47/47273/lane4/plex9/47273_4#9.substitution_metrics.txt	0.26	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652878_47273_4#9_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652878_47273_4#9_R2.fastq.gz	6841STDY13652878_47273_4#9	CATD07
6841STDY13652879	CATD0712a	CATD0712a	ERS14795523	ERP136468	Felis catus	5d66ed3b6fbc84fffbad1345fe851a7c	47273	4	1	10	51633664	72145540	6841	FUR: Feline meningioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_4#10.cram	/seq/illumina/runs/47/47273/lane4/plex10/47273_4#10.cram	/seq/illumina/runs/47/47273/lane4/plex10/47273_4#10.substitution_metrics.txt	0.27	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652879_47273_4#10_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652879_47273_4#10_R2.fastq.gz	6841STDY13652879_47273_4#10	CATD07
6841STDY13652880	CATD0712b	CATD0712b	ERS14795524	ERP136468	Felis catus	bad8c6c2015042c03807f2db4954087c	47273	4	1	11	51633676	51282252	6841	FUR: Feline meningioma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	47273_4#11.cram	/seq/illumina/runs/47/47273/lane4/plex11/47273_4#11.cram	/seq/illumina/runs/47/47273/lane4/plex11/47273_4#11.substitution_metrics.txt	0.29	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652880_47273_4#11_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6841_2964/fastqs/6841STDY13652880_47273_4#11_R2.fastq.gz	6841STDY13652880_47273_4#11	CATD07
