sample	sample_supplier_name	sample_donor_id	sample_accession_number	study_accession_number	sample_common_name	md5	id_run	lane	is_paired_read	tag_index	library_id	total_reads	study_id	study_title	reference	library_type	cram	cram_irods_location	ca_metrics_file	art_oxH
6555STDY10511235	CATD0078a	CATD0078a	NA	NA	Felis catus	51f262724dc30bd1fd9af1f4d072aeae	41500	1	1	1	28671422	73178294	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#1.cram	/seq/illumina/runs/41/41500/lane1/plex1/41500_1#1.cram	/seq/illumina/runs/41/41500/lane1/plex1/41500_1#1.substitution_metrics.txt	0.36
6555STDY10511236	CATD0078b	CATD0078b	NA	NA	Felis catus	08c61c6f58774e58f0f305332e659821	41500	1	1	2	28671434	55781298	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#2.cram	/seq/illumina/runs/41/41500/lane1/plex2/41500_1#2.cram	/seq/illumina/runs/41/41500/lane1/plex2/41500_1#2.substitution_metrics.txt	0.35
6555STDY10511237	CATD0079a	CATD0079a	NA	NA	Felis catus	605fd2e9ea55da45bcf6eec02e7438df	41500	1	1	3	28671446	48908694	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#3.cram	/seq/illumina/runs/41/41500/lane1/plex3/41500_1#3.cram	/seq/illumina/runs/41/41500/lane1/plex3/41500_1#3.substitution_metrics.txt	0.33
6555STDY10511238	CATD0079b	CATD0079b	NA	NA	Felis catus	f53663e27b59735137e891f6d5cfbdbf	41500	1	1	4	28671458	44959112	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#4.cram	/seq/illumina/runs/41/41500/lane1/plex4/41500_1#4.cram	/seq/illumina/runs/41/41500/lane1/plex4/41500_1#4.substitution_metrics.txt	0.36
6555STDY10511239	CATD0080a	CATD0080a	NA	NA	Felis catus	b12637797a8cc40e11d6ab2e842dd081	44050	1	1	20	51531712	40690212	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	44050_1#20.cram	/seq/illumina/runs/44/44050/lane1/plex20/44050_1#20.cram	/seq/illumina/runs/44/44050/lane1/plex20/44050_1#20.substitution_metrics.txt	0.35
6555STDY10511239	CATD0080a	CATD0080a	NA	NA	Felis catus	44b5261e086886fa738da8b39185dd11	44050	2	1	20	51531712	40618070	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	44050_2#20.cram	/seq/illumina/runs/44/44050/lane2/plex20/44050_2#20.cram	/seq/illumina/runs/44/44050/lane2/plex20/44050_2#20.substitution_metrics.txt	0.35
6555STDY10511240	CATD0080b	CATD0080b	NA	NA	Felis catus	e27e8a867b984c8a4132bd46cffc8fb5	41500	1	1	5	28671470	17244580	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#5.cram	/seq/illumina/runs/41/41500/lane1/plex5/41500_1#5.cram	/seq/illumina/runs/41/41500/lane1/plex5/41500_1#5.substitution_metrics.txt	0.3
6555STDY10511241	CATD0081a	CATD0081a	NA	NA	Felis catus	f6b58ff2d66b03d2d2754a3f68eb3b05	41500	1	1	6	28671482	116987390	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#6.cram	/seq/illumina/runs/41/41500/lane1/plex6/41500_1#6.cram	/seq/illumina/runs/41/41500/lane1/plex6/41500_1#6.substitution_metrics.txt	0.37
6555STDY10511242	CATD0081b	CATD0081b	NA	NA	Felis catus	8ccba78d1e1e9e77d25c52cc59eaf132	41500	1	1	7	28671494	107772178	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#7.cram	/seq/illumina/runs/41/41500/lane1/plex7/41500_1#7.cram	/seq/illumina/runs/41/41500/lane1/plex7/41500_1#7.substitution_metrics.txt	0.34
6555STDY10511243	CATD0082a	CATD0082a	NA	NA	Felis catus	5e7b01668ad5db1feb2f405153510ed1	41500	1	1	8	28671506	132182838	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#8.cram	/seq/illumina/runs/41/41500/lane1/plex8/41500_1#8.cram	/seq/illumina/runs/41/41500/lane1/plex8/41500_1#8.substitution_metrics.txt	0.35
6555STDY10511244	CATD0082b	CATD0082b	NA	NA	Felis catus	7164f462c27427e794de5d7d3d2a1058	41500	1	1	9	28671423	100266716	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#9.cram	/seq/illumina/runs/41/41500/lane1/plex9/41500_1#9.cram	/seq/illumina/runs/41/41500/lane1/plex9/41500_1#9.substitution_metrics.txt	0.41
6555STDY10511245	CATD0083a	CATD0083a	NA	NA	Felis catus	b40fe9450e70536c836069f42580fd18	41500	1	1	10	28671435	10928224	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#10.cram	/seq/illumina/runs/41/41500/lane1/plex10/41500_1#10.cram	/seq/illumina/runs/41/41500/lane1/plex10/41500_1#10.substitution_metrics.txt	0.3
6555STDY10511246	CATD0083b	CATD0083b	NA	NA	Felis catus	7dd0008f1927dce3af9474b70c9dd2ac	41500	1	1	11	28671447	13020368	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#11.cram	/seq/illumina/runs/41/41500/lane1/plex11/41500_1#11.cram	/seq/illumina/runs/41/41500/lane1/plex11/41500_1#11.substitution_metrics.txt	0.31
6555STDY10511247	CATD0084a	CATD0084a	NA	NA	Felis catus	c5270a5b7f22daebaefdef11e81a80c6	41500	1	1	12	28671459	98862206	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#12.cram	/seq/illumina/runs/41/41500/lane1/plex12/41500_1#12.cram	/seq/illumina/runs/41/41500/lane1/plex12/41500_1#12.substitution_metrics.txt	0.37
6555STDY10511248	CATD0084b	CATD0084b	NA	NA	Felis catus	387a415f6d351ea274fca6c725ff92d1	41500	1	1	13	28671471	61141592	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#13.cram	/seq/illumina/runs/41/41500/lane1/plex13/41500_1#13.cram	/seq/illumina/runs/41/41500/lane1/plex13/41500_1#13.substitution_metrics.txt	0.37
6555STDY10511249	CATD0085a	CATD0085a	NA	NA	Felis catus	ca487bc3e4a5a1efdb96e22471df3050	41500	1	1	14	28671483	113604636	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#14.cram	/seq/illumina/runs/41/41500/lane1/plex14/41500_1#14.cram	/seq/illumina/runs/41/41500/lane1/plex14/41500_1#14.substitution_metrics.txt	0.36
6555STDY10511250	CATD0085b	CATD0085b	NA	NA	Felis catus	767bcd7003e33a1f2214044f08f01b5f	41500	1	1	15	28671495	88800852	6555	FUR: Feline lung adenocarcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	41500_1#15.cram	/seq/illumina/runs/41/41500/lane1/plex15/41500_1#15.cram	/seq/illumina/runs/41/41500/lane1/plex15/41500_1#15.substitution_metrics.txt	0.34
