file_id.x	sample_id	cohort	pct	n_fragments_clade	n_fragments_taxon	tax.level	n_distinct_minimisers	rank	ncbi	name	file_id.y	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species	reads	pct_fragments_clade	n_minimisers_clade	n_minimisers_taxon	ncbi_id	ratio_taxon	ratio_clade	proportion	total_read	expected_clade	std_clade	pvalue	padj	significance
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/kraken2/CATD0467a_0.1.kraken	CATD0467a	6990_3065	1.04	603	603	25458	21638	S	9606	Homo sapiens	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/krakentools/CATD0467a.kraken.mpa	Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo_sapiens	603	2.95	817705001	817705001	9606	2.646186579944862e-5	2.646186579944862e-5	0.03481320166957445	58002	2019.2353232386574	44.14679237172755	0	0	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/kraken2/CATD0467a_0.1.kraken	CATD0467a	6990_3065	0	1	1	23	23	S	76775	Malassezia restricta	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/krakentools/CATD0467a.kraken.mpa	Eukaryota	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta	1	0.01	2324544	2324544	76775	9.894413700063324e-6	9.894413700063324e-6	9.896578712718339e-5	58002	5.740213584950891	2.395755726320022	2.9167512903536254e-13	6.783904686552814e-13	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/kraken2/CATD0467a_0.1.kraken	CATD0467a	6990_3065	0.01	7	0	127	89	S	261302	Paraburkholderia phytofirmans	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/krakentools/CATD0467a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_phytofirmans	NA	7	0.01	3565309	4289	261302	0.020750757752389836	2.4962773212644403e-5	1.517904636507767e-4	58002	8.80415047267235	2.9669536711229667	3.309460983725067e-161	2.3436209229484622e-160	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/kraken2/CATD0467a_0.1.kraken	CATD0467a	6990_3065	0.01	6	6	99	50	S	134537	Paraburkholderia fungorum	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/krakentools/CATD0467a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_fungorum	NA	6	0.01	3762150	3762150	134537	1.3290272849301597e-5	1.3290272849301597e-5	1.6017082750016044e-4	58002	9.290228336664306	3.047743478887939	5.365965466110921e-41	2.1978406498180346e-40	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/kraken2/CATD0467a_0.1.kraken	CATD0467a	6990_3065	0	1	1	15	15	S	68895	Cupriavidus basilensis	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/krakentools/CATD0467a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus_basilensis	NA	1	0.01	3772073	3772073	68895	3.97659324196536e-6	3.97659324196536e-6	1.605932920805956e-4	58002	9.314732127258706	3.0517595324274063	0.031234824611639136	0.04257999646905822	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/kraken2/CATD0467a_0.1.kraken	CATD0467a	6990_3065	0	1	1	7	7	S	2852099	Massilia sp. HC52	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/krakentools/CATD0467a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia_sp._HC52	NA	1	0.01	1794689	1794689	2852099	3.9003972275976505e-6	3.9003972275976505e-6	7.640759199804247e-5	58002	4.431793151070459	2.105102023282376	0.11123402391155066	0.14166150418645662	Non-significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/kraken2/CATD0467a_0.1.kraken	CATD0467a	6990_3065	0	1	1	22	14	S	2861282	Massilia sp. NP310	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/krakentools/CATD0467a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia_sp._NP310	NA	1	0	1289954	1289954	2861282	1.0853100188068722e-5	1.0853100188068722e-5	5.491886278248926e-5	58002	3.185403879109942	1.7847209698861608	6.825378359090262e-10	1.398864673595727e-9	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/kraken2/CATD0467a_0.1.kraken	CATD0467a	6990_3065	0	1	1	7	7	S	946333	Rhizobacter gummiphilus	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/krakentools/CATD0467a.kraken.mpa	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Rhizobacter	Rhizobacter_gummiphilus	NA	NA	1	0.01	1774226	1774226	946333	3.945382380824089e-6	3.945382380824089e-6	7.553639450641247e-5	58002	4.381261954160936	2.0930673685836134	0.105440156341343	0.1347290886583827	Non-significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/kraken2/CATD0467a_0.1.kraken	CATD0467a	6990_3065	0	2	2	10	5	S	301	Pseudomonas oleovorans	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/krakentools/CATD0467a.kraken.mpa	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_oleovorans	NA	2	0	432274	272049	301	1.837904201081423e-5	1.156673776354812e-5	1.8403754312508634e-5	58002	1.0674545576341259	1.0331674174414849	7.053054847116575e-5	1.1580091881385419e-4	Significant
/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/kraken2/CATD0467a_0.1.kraken	CATD0467a	6990_3065	0	1	1	19	19	S	129817	Pseudomonas brenneri	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6990_3065/results/krakentools/CATD0467a.kraken.mpa	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_brenneri	NA	1	0	971003	971003	129817	1.9567395775296265e-5	1.9567395775296265e-5	4.1339753602365215e-5	58002	2.397788388444387	1.548447372196814	4.019212656844727e-27	1.3125851043166458e-26	Significant
