sample	sample_supplier_name	sample_donor_id	sample_accession_number	study_accession_number	sample_common_name	md5	id_run	lane	is_paired_read	tag_index	library_id	total_reads	study_id	study_title	reference	library_type	cram	cram_irods_location	ca_metrics_file	art_oxH	fastq1	fastq2	sample_fqrunid	donor_id
6864STDY13224623	CATD0508a	CATD0508a	ERS13643093	ERP137019	Felis catus	15ed844f0a50694c8128a51a894d938c	46643	3	1	9	51610563	20343536	6864	FUR: Feline pancreatic carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_3#9.cram	/seq/illumina/runs/46/46643/lane3/plex9/46643_3#9.cram	/seq/illumina/runs/46/46643/lane3/plex9/46643_3#9.substitution_metrics.txt	0.23	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224623_46643_3#9_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224623_46643_3#9_R2.fastq.gz	6864STDY13224623_46643_3#9	CATD05
6864STDY13224624	CATD0508b	CATD0508b	ERS13643094	ERP137019	Felis catus	9765bf92ff7086aaaf644376ea4b0300	46643	3	1	1	51610515	43152038	6864	FUR: Feline pancreatic carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_3#1.cram	/seq/illumina/runs/46/46643/lane3/plex1/46643_3#1.cram	/seq/illumina/runs/46/46643/lane3/plex1/46643_3#1.substitution_metrics.txt	0.24	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224624_46643_3#1_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224624_46643_3#1_R2.fastq.gz	6864STDY13224624_46643_3#1	CATD05
6864STDY13224625	CATD0509a	CATD0509a	ERS13643096	ERP137019	Felis catus	5390bf58c2967b61c4e8c26f0ebd4aed	46643	3	1	11	51610575	39975626	6864	FUR: Feline pancreatic carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_3#11.cram	/seq/illumina/runs/46/46643/lane3/plex11/46643_3#11.cram	/seq/illumina/runs/46/46643/lane3/plex11/46643_3#11.substitution_metrics.txt	0.26	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224625_46643_3#11_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224625_46643_3#11_R2.fastq.gz	6864STDY13224625_46643_3#11	CATD05
6864STDY13224626	CATD0509b	CATD0509b	ERS13643095	ERP137019	Felis catus	d063b3079222daa79e31008f4d3f6f3b	46643	3	1	3	51610527	41065486	6864	FUR: Feline pancreatic carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_3#3.cram	/seq/illumina/runs/46/46643/lane3/plex3/46643_3#3.cram	/seq/illumina/runs/46/46643/lane3/plex3/46643_3#3.substitution_metrics.txt	0.3	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224626_46643_3#3_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224626_46643_3#3_R2.fastq.gz	6864STDY13224626_46643_3#3	CATD05
6864STDY13224627	CATD0510a	CATD0510a	ERS13643097	ERP137019	Felis catus	3c030bd1226d4349061bb3a25c5684d2	46643	3	1	14	51610587	42216584	6864	FUR: Feline pancreatic carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_3#14.cram	/seq/illumina/runs/46/46643/lane3/plex14/46643_3#14.cram	/seq/illumina/runs/46/46643/lane3/plex14/46643_3#14.substitution_metrics.txt	0.28	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224627_46643_3#14_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224627_46643_3#14_R2.fastq.gz	6864STDY13224627_46643_3#14	CATD05
6864STDY13224628	CATD0510b	CATD0510b	ERS13643098	ERP137019	Felis catus	ba6886bb395abf60d363a00d0277a190	46643	3	1	15	51610599	32805246	6864	FUR: Feline pancreatic carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_3#15.cram	/seq/illumina/runs/46/46643/lane3/plex15/46643_3#15.cram	/seq/illumina/runs/46/46643/lane3/plex15/46643_3#15.substitution_metrics.txt	0.29	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224628_46643_3#15_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224628_46643_3#15_R2.fastq.gz	6864STDY13224628_46643_3#15	CATD05
6864STDY13224629	CATD0511a	CATD0511a	ERS13643099	ERP137019	Felis catus	46fcfc31359c9be4c540a5460c7beee5	46643	3	1	18	51610516	36186252	6864	FUR: Feline pancreatic carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_3#18.cram	/seq/illumina/runs/46/46643/lane3/plex18/46643_3#18.cram	/seq/illumina/runs/46/46643/lane3/plex18/46643_3#18.substitution_metrics.txt	0.29	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224629_46643_3#18_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224629_46643_3#18_R2.fastq.gz	6864STDY13224629_46643_3#18	CATD05
6864STDY13224630	CATD0511b	CATD0511b	ERS13643100	ERP137019	Felis catus	399e53e60fb33644ec7d1e442d3e8722	46643	3	1	19	51610528	42906244	6864	FUR: Feline pancreatic carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_3#19.cram	/seq/illumina/runs/46/46643/lane3/plex19/46643_3#19.cram	/seq/illumina/runs/46/46643/lane3/plex19/46643_3#19.substitution_metrics.txt	0.28	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224630_46643_3#19_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224630_46643_3#19_R2.fastq.gz	6864STDY13224630_46643_3#19	CATD05
6864STDY13224631	CATD0512a	CATD0512a	ERS13643101	ERP137019	Felis catus	c8ae4d5b8483ff9970b4391b2b3ff589	46643	3	1	21	51610540	51662830	6864	FUR: Feline pancreatic carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_3#21.cram	/seq/illumina/runs/46/46643/lane3/plex21/46643_3#21.cram	/seq/illumina/runs/46/46643/lane3/plex21/46643_3#21.substitution_metrics.txt	0.36	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224631_46643_3#21_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224631_46643_3#21_R2.fastq.gz	6864STDY13224631_46643_3#21	CATD05
6864STDY13224632	CATD0512b	CATD0512b	ERS13643104	ERP137019	Felis catus	943744789e28163716b81e484a77aa8c	46643	3	1	5	51610539	44721502	6864	FUR: Feline pancreatic carcinoma_TGS	/lustre/scratch120/npg_repository/references/Felis_catus/Felis_catus_9.0/all/bwa0_6/Felis_catus.Felis_catus_9.0.dna.toplevel.fa	Agilent Pulldown	46643_3#5.cram	/seq/illumina/runs/46/46643/lane3/plex5/46643_3#5.cram	/seq/illumina/runs/46/46643/lane3/plex5/46643_3#5.substitution_metrics.txt	0.32	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224632_46643_3#5_R1.fastq.gz	/lustre/scratch125/casm/team113da/projects/FUR/FUR_analysis/FUR_analysis_cat/pathogen_identification/analysis/6864_2965/fastqs/6864STDY13224632_46643_3#5_R2.fastq.gz	6864STDY13224632_46643_3#5	CATD05
